product_name,review_title,review_text,review_rating,review_date,brand_name
"merrell women's water shoe hydrotrekker ltr shandal, cloudy",Love them!,They are soooo comfy and great in the water! I love a shoe that you can hike and go in and out of creeks and waterfalls with out constantly changing she’s!,5.0,Reviewed in the United States on 30 April 2021,Merrell
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,NIce looking shoes if you don't want to actually wear them.,"This shoe is awfully heavy and seems to have no room inside.  I had to really  struggle to get my foot inside a shoe a half size larger than what I generally wear.  It was quite uncomfortable.  Since I purchased it at a much reduced price and it seems to be well constructed, I am sending the pair on to the thrift store.  It is my hope that the shoes may actually fit someone who really needs a new pair.  This is the first time I have been dissatisfied with Minnetonka shoes.",2.0,Reviewed in the United States on 22 September 2019,Minnetonka
"merrell women's water shoe hydrotrekker ltr shandal, cloudy",Completely wrong listing for sizes,"I ordered a pair. Says ""men"" on listing so ordered smaller to fit woman size.  Shipped a women's shoe at that size. Too small.  I reordered 3 pairs with Women sizes because I was going on a trip and needed them.  Checked cart. Said ""Merrell womens J033884 HYDROTREKKER SYN SHANDAL, Brindle, 9 US"" plus 2 other sizes/color.  Great! Correct sizes I thought.  Order arrived  with Womens  5.5, 6, 6.5.  NOT AT ALL WHAT I ORDERED.Now I have 4 pair to return. None of which is what I ordered.",1.0,Reviewed in the United States on 18 September 2020,Merrell
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,Runs small,First time I have ever had a shoe in my size that has run too small. Great looking shoe though.,3.0,Reviewed in the United States on 14 June 2020,Minnetonka
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,Love these shoes,I love these so much I sent a pair to my daughter...They are comfortable and cute...LOVE THEM,5.0,Reviewed in the United States on 3 August 2019,Minnetonka
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,Minnetonka shoes,The shoe is comfortable a d easy to get into. Love the color too?,5.0,Reviewed in the United States on 20 January 2021,Minnetonka
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,Toe area is constricting,These shoes fit length wise just fine. But the toe area was too constricting. I have pretty narrow feet myself but these just felt like there was not enough height as well as width in the toe.,2.0,Reviewed in the United States on 7 January 2020,Minnetonka
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,Nice,Nice sneaker! Fits great and comfortable!,4.0,Reviewed in the United States on 18 January 2019,Minnetonka
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,Comfortable shoes at a great price,"Great color, style and comfort! I would definitely purchase these again.",5.0,Reviewed in the United States on 29 January 2019,Minnetonka
minnetonka women's gabi slip on shoes round toe taupe 8.5 m,Most uncomfortable shoes ever!,Most uncomfortable shoes I have ever worn. I wore them for less than two hours. The heal dug into two spots on my heals and caused huge blisters. The toe area also rubbed the skin off several toes. It was a week before I could wear closed shoes again.,1.0,Reviewed in the United States on 24 September 2018,Minnetonka
adidas women&#39;s distancestar,Only run on Tracks!,"I like this running shoe.  I ran a virtual 10K road race and ran a pretty good time in them.  However, the metal spikes needed to be replaced after one 10K road race.  You should only run in this shoe on a Track (rubber or synthetic).  I wish the manufacturer would have specified that in that I nearly destroyed the shoe running on concrete and streets.  There is plastic grip teeth that were ruined.  Also, if you are a distance runner buy lots of metal spikes, the spikes will wear after run like a 10K.  Oh yeah running in the rain no problem, the shoe itself does not absorb water like trainers, but your feet will get wet.  For the price I paid, under $40.00 not a bad purchase.  I am going to buy another pair.",4.0,Reviewed in the United States on 20 October 2020,Adidas
adidas women&#39;s distancestar,Great shoes!,"My daughter loves these shoes! She is a sprinter in track and said these really helped step up her game. Her only complaint is she wishes the laces were longer! She struggles to tie them, she can’t double knot it! So during her 200 run they came untied and she placed 4th because of it!",5.0,Reviewed in the United States on 24 September 2019,Adidas
adidas women&#39;s distancestar,"Awesome Shoe, Size runs small","This is an awesome shoe but the sizes run small.  I may have converted the sizes incorrectly.  But since they are sold in mens sizes, I purchased a 6.5M to get a 8.5W.  Although we were a little disappointed, we were able to return the shoe, at no cost, for the correct size!",5.0,Reviewed in the United States on 4 April 2018,Adidas
adidas women&#39;s distancestar,Great track shoes,These are great track sneakers. My daughter has requested the same pair for the second year. Spikes are easy to put in and take out. Very lightweight.,5.0,Reviewed in the United States on 10 March 2020,Adidas
adidas women&#39;s distancestar,"Good fit, comfortable but no extra spikes.",I wish that this shoe came with extra spikes. Had to go buy spikes immediately.,4.0,Reviewed in the United States on 26 June 2019,Adidas
adidas women&#39;s distancestar,No real opinion,I had bought these for my daughter & tried to diff sizes but she said they were uncomfortable. She's flat footed & needs wide shoes so I believe that might be what the problem was. Too narrow for her feet.,2.0,Reviewed in the United States on 28 October 2019,Adidas
adidas women&#39;s distancestar,Fit,As with most spikes they tend to run small. These fit better for our runner than the Saucony style.,5.0,Reviewed in the United States on 14 October 2020,Adidas
adidas women&#39;s distancestar,Great middle distance track spikes,Bought a pair for my 12yr old daughter. She loves them. She has set two personal bests wearing them.,5.0,Reviewed in the United States on 7 June 2019,Adidas
adidas women&#39;s distancestar,"great price, quite ship","Exact product, great price, quite ship. Highly recommended.",5.0,Reviewed in the United States on 1 April 2017,Adidas
"blondo women's florette sneaker, black, 8 uk",Not waterproof,"I liked these shoes at first. I liked the simple look and the comfort. But, the first time I wore them in actually rain, my feet got wet! Really bummed because I’ve missed the return window now.",2.0,Reviewed in the United States on 13 December 2021,Blondo
"new balance iconic 574 v1 sneaker, black/summer sky, 3.5 uk child",Runs a bit small,These are great shoes. My review reflects the fit as tighter than others of the same size but different brand. I would recommend going at least 1/2 size up,3.0,Reviewed in the United States on 21 November 2020,New balance
"new balance iconic 574 v1 sneaker, black/summer sky, 3.5 uk child",Runs small,Runs small wide is very narrow,2.0,Reviewed in the United States on 26 July 2019,New balance
skechers women&#39;s go walk evolution ultra-15764 sneaker,Not for date night!,I have very large feet. I bought the largest size and they actually fit very well. I love walking in Skechers Because I have neuropathy in my feet and they help me keep going all day long.,5.0,Reviewed in the United States on 24 June 2020,Skechers
"skechers usa men's elment brencen slip-on loafer, dark brown, 8 m us",awesome shoes and great fit,Great shoes,5.0,Reviewed in Canada on 26 August 2020,Skechers
"skechers usa men's elment brencen slip-on loafer, dark brown, 8 m us",The shoes are very comfortable,The shoes are very comfortable.,5.0,Reviewed in Canada on 24 June 2019,Skechers
"skechers usa men's elment brencen slip-on loafer, dark brown, 8 m us",One of the most comfortable shoes I've owned,"These are seriously one of the most comfortable shoes I've ever owned.  First pair of Skechers and I'm in love.  I have wide feet and my left foot is half a size bigger than my right, so I usually can't just buy shoes without trying them first.  I intended these to be personal shoes to use when I go out of the house with the family but don't want to wear running shoes.  But I've found myself bringing them to work because they look very professional and at the same time feel very comfortable.  I get about 12,000 steps a day when I'm at work so these have been amazing feet savers.  I even used them to teach a dance class and forgot that I wasn't wearing my dance shoes because they didn't stick to the wooden floors like basketball shoes yet have much more comfort than formal dance shoes.  I'm definitely getting another pair.",5.0,Reviewed in the United States on 31 October 2019,Skechers
"skechers usa men's elment brencen slip-on loafer, dark brown, 8 m us",I'm glad I took another reviewers advice and ordered a half ...,"I'm glad I took another reviewers advice and ordered a half size larger than what I normally wear.  My sneaker size is 9.5 but I ordered a 10 in this shoe and it fits just right.  The memory foam is perfect as I work in a retail environment and am on my feet many hours a day.  The casual loafer style also fits my work environment. I am very happy I made the decision to purchase this pair of shoes and will probably buy more in different colors. The price here can't be beat. I purchased another set of ""memory foam"" loafers at a local payless chain and for $10 more than what I paid for these Sketchers they are not even close in comfort. Highly recommend these.",5.0,Reviewed in the United States on 29 October 2017,Skechers
"skechers usa men's elment brencen slip-on loafer, dark brown, 8 m us","Comfortable, light-weight, and well-built","These are exceptionally comfortable loafers. They are very light and they have the very comfortable memory foam insole. I have a relatively high instep, so loafers do not always work well for me. These are surprisingly comfortable. Oddly enough, they are more comfortable to walk around in than they are to wear while sitting (high instep thing ... I guess). The material seems to breath better, my feet to not get as hot as they would with other shoes. The quality of the materials and of the construction is top notch. I may even buy another pair in a different color.",5.0,Reviewed in the United States on 19 April 2018,Skechers
"skechers usa men's elment brencen slip-on loafer, dark brown, 8 m us",Super comfortable,Super comfortable. Easy on and off. I can walk miles at a time and feet fell fine. I bought these for a exact replacement of my very worn pair should they ever wear out. I later bought another pair because my old ones were very worn. This last pair is exactly the same and beyond great for walking and comfort. Easy to put on and off is a great feature also.,5.0,Reviewed in the United States on 25 May 2020,Skechers
chaco scion women 7,Almost perfect,"I’m searching for a cute yet quality shoe for a trip to Barcelona in fall.  This shoe was almost perfect.  Its really very pretty (I got the wine color).  It’s very comfortable, and the material has a lot of stretch and give— comfortable out of the box.  The only uncomfortable part was that my big toe rubbed on the top of the shoe.  Not the end— they were the right size— but the top, which bothered me while I walked.  If you’re thinking about these, definitely give them a try though.",4.0,Reviewed in the United States on 24 July 2019,Chaco
chaco scion women 7,Not like other Chaco support.,I really want to love these but the support isn't there. I wish there was a Chaco support lightweight type of running shows. It still feels light. It's like putting you foot in paper. That's how light it is. I have flat feet so it does hurt to walk in these. Still very cute.,2.0,Reviewed in the United States on 21 April 2019,Chaco
chaco scion women 7,So far so good,"I've loved chacos sandals for several years. I was thrilled to find out they carried regular shoes when my work pair were coming to the end of their life. I work on my feet and my fitbit reports between 7,000 and 10,000 steps a day. These have been great. They have the arch support I've come to expect with chacos and are as lightweight as my off duty slide on sketchers. As long as they turn out to be as durable as my sandals these will be a phenomenal purchase.",5.0,Reviewed in the United States on 8 December 2019,Chaco
chaco scion women 7,Excellent arch support and comfy.,The only thing I dislike is that the padding on the upper part of the back of the shoe is not enough.  They cause blisters on my heel at the top.  I hope that stops as they break in because the rest of the shoe is great.,4.0,Reviewed in the United States on 9 May 2019,Chaco
chaco scion women 7,Good arches,I have very high arches and am constantly battling planter fasciitis.  Chacos tend to work well for my feet so i thought I would try these for running and walking.  I added my own insoles on top of the ones that came with the shoes and have been running for 4 weeks with no problems!,5.0,Reviewed in the United States on 2 May 2019,Chaco
chaco scion women 7,From Trail to City!,"I bought these when I needed something to wear for hiking AND city walking that wasn’t ugly AF like most hiking shoes. Here I am two years later, my Chacos have strolled through nature trails and city streets in 30 states and 3 continents. The tread has finally worn down, so I’m getting a second pair. They’re great! Thank goodness for hiking shoes that come in civilized black, rather than fugly swirly browns.",5.0,Reviewed in the United States on 22 September 2020,Chaco
chaco scion women 7,My feet love them.,"I love these shoes. I have walked, lite hiking and worked in them. They run just a little small. I ordered my normal size. I have plantar fasciitis and these shoes have been great for that.",5.0,Reviewed in the United States on 10 April 2019,Chaco
chaco scion women 7,Great for plantar fascitis,"I was hesitant to buy tennis shoes from Chacos. I adore their sandals and the high arch support, but wondered if the same could be accomplished in their tennis shoes. I was wrong; these are awesome. I get on the treadmill first thing in the morning, and those of us with PF know, that's when the worst pain is. These make it so. much. better. Highly recommend.",5.0,Reviewed in the United States on 28 June 2019,Chaco
chaco scion women 7,Happy feet,"Was looking for a shoe for work,on feet and a lot of walking,that have a footbed like a pair of cheap flip flops bought last year that are similar to chacos. The flip flops are all I wear when not working, don't hurt my feet. So far,so good, just wish they came with a choice of width and my feet are different from each other. Like other reviews,on one heel it rubbed and the opposite foot it rubbed pinky toe with socks on, irritating! Just have to break-in. I go through ""work shoes""/inserts about 6 months.  On a side note, didn't appreciate the UPS man just throwing the package on porch! Just because no car doesn't mean no one home and watching.",4.0,Reviewed in the United States on 9 March 2020,Chaco
chaco scion women 7,I highly recommend these shoes!! I’ve ordered multiple pairs.,"I absolutely love these shoes!I’ve ordered 2 pairs so far. Some of my favorite things about this shoe is that there’s little to no need to “break in” the shoe, they fit my wide feet very comfortably, they are very sturdy, and they are very comfortable and I can walk for miles and not get blisters! I mainly wear them for work. I work in a kitchen as a waitress and these do an amazing job. They grip well on slick surfaces, I just wouldn’t run on the slick surfaces. My last pair lasted me just shy of a year, but I did wear them pretty much everyday walking anywhere from 4-6+ miles a day give or take. They are also great for most  hiking endeavors.I highly recommend these shoes if you’re looking for a light hiking shoe or a gripping work shoe.",5.0,Reviewed in the United States on 30 August 2020,Chaco
"clarks men's step stroll lace sneaker, black leather, 7 uk",Checks all the Boxes,"Another well made product from Clarks. I've been wearing the Clarks brand for over 25 years now, and with just a couple exceptions, I have not been disappointed. When I order a size 12, I know it will fit right out of the box with mostly no break in period. These shoes are comfortable for every day wear and work. Very happy with the purchase.",5.0,Reviewed in Canada on 13 April 2021,Clarks
"clarks men's step stroll lace sneaker, black leather, 7 uk",Very comfortable,Short break in time and great.,5.0,Reviewed in the United States on 27 August 2021,Clarks
"clarks men's step stroll lace sneaker, black leather, 7 uk",Great Shoes,I'm on my feet all day. Did not feel fatigued at the end of the day. They were very comfortable.,5.0,Reviewed in the United States on 10 November 2020,Clarks
"clarks men's step stroll lace sneaker, black leather, 7 uk",Great product,This is a great product! I would purchase,5.0,Reviewed in the United States on 11 October 2020,Clarks
"clarks men's step stroll lace sneaker, black leather, 7 uk",Childrens width,Narrow shoe nowhere near US sizes..not real clarks..,2.0,Reviewed in the United States on 3 November 2020,Clarks
"clarks men's step stroll lace sneaker, black leather, 7 uk",Very comfortable walking shoe,Wear to work,5.0,Reviewed in the United States on 15 April 2021,Clarks
"clarks men's step stroll lace sneaker, black leather, 7 uk",Nice fitting shoe,Shoe is very comfortable. Came quick and packaged well,5.0,Reviewed in the United States on 25 February 2021,Clarks
"rockport men's total motion city plain toe sneaker, black, 13.5 uk",Nice brown color,Nice brown color goes well with brown oe beige pants,5.0,Reviewed in the United States on 11 October 2021,Rockport
adidas womens supernova orange size: 9 uk,Great Adidas Shoe,"This is a great shoe, feels like a foot glove.I wish they had a wide size though it would have been super.",5.0,Reviewed in Canada on 2 July 2021,Adidas
adidas womens supernova orange size: 9 uk,Comfortable,This is the most comfortable running shoes i've ever wear.,5.0,Reviewed in Canada on 12 March 2021,Adidas
adidas womens supernova orange size: 9 uk,Very soft and light,"Amazing shoes. Soft, light and cozy. Nothing to say more. Thank you Seller!",5.0,Reviewed in Germany on 5 June 2021,Adidas
adidas womens supernova orange size: 9 uk,Happy!,"It was a bit of a wait, but completely worth it! Amazing shoe. I love them.",5.0,Reviewed in Canada on 23 August 2021,Adidas
adidas womens supernova orange size: 9 uk,Woman’s shoes advertised as men’s shoes,Improperly described,1.0,Reviewed in Canada on 3 November 2021,Adidas
adidas womens supernova orange size: 9 uk,False description of sneaker,I purchased these sneakers for my son and they were listed as mens. When I received the shoes they said women's on the box and looked like women's sneakers. Very disappointed.,1.0,Reviewed in the United States on 9 January 2021,Adidas
adidas womens supernova orange size: 9 uk,Great running and gym shoe!,"Great shoes! I have a high arch and slightly wide foot, plus I suponate when I run. These fit perfectly and have the right support to keep my feet from rolling out. Plus half the price of my normal running shoes!! They also did well for lifting.",5.0,Reviewed in the United States on 16 January 2021,Adidas
"mizuno wave mirage 3, unisex adults multisport indoor, white (wht/blk/enamel blue 85), 10 uk (44.5 eu)",No Support,The shoes had very little support. This contributed to injury,1.0,Reviewed in Germany on 4 November 2020,Mizuno
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",Set PRs with these shoes the 1st time!,I bought these for my son because I was having a hard time finding a men's version in his size. The first time he wore them he set a PR in his 800. He has continued to improve and set PRs as a freshman runner in track. The shoes are comfortable enough for him to run his 800 and the 3200. They are very lightweight and yet durable because of the way the shoe is made and the material.,5.0,Reviewed in the United States on 19 May 2016,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",Highly recommend,"My daughter uses this for track season and she was very pleased. The shoes are bright, which made it easy to spot her clear across the track: I just looked for her shoes when she was with her teammates in uniform and she was easy to spot. The shoes were very light, not heavy at all, which made them perfect for her to run in.",5.0,Reviewed in the United States on 24 May 2017,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",they are really thin so I got 8 and that was perfect.,"For normal shoes, I am a size 7.5. I always wear size 8 for Saucony trainers, and 8.5 for Saucony spikes and XC spikes, but for these, they are really thin so I got 8 and that was perfect.",5.0,Reviewed in the United States on 25 December 2016,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",Five Stars,good quality for cost!,5.0,Reviewed in the United States on 17 June 2018,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",Five Stars,Daughter loves them,5.0,Reviewed in the United States on 24 February 2017,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",Great track spikes,My 12 year old daughter really likes this shoe. She said it is comfortable and fits very well. Someone else really likes it too since they stole her first pair lol!,5.0,Reviewed in the United States on 22 March 2017,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",Nicely made product though,Not wide enough for my own feet.  Nicely made product though.,3.0,Reviewed in the United States on 29 November 2016,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",One Star,I only received one side of this shoes.need the other side.need the left.,1.0,Reviewed in the United States on 21 August 2017,Saucony
"saucony women's endorphin md4 track spike racing shoe,silver/orange/pink,11 m us",Beautiful shoes! Very thin and an exact fit to ...,Beautiful shoes! Very thin and an exact fit to my size 7 foot. Since they are thin there is not much between them and the ground. There is very little arch support so would not recommend wearing more than few hours; especially if you have a chronic plantar.,4.0,Reviewed in the United States on 3 September 2015,Saucony
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us",So cute on my daughter!,They fit bigger and are heavier than the Nike sneakers my daughter has but they look amazing!Really good sneakers for the price!,5.0,Reviewed in Canada on 23 April 2021,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us",👍👍👍,"The media could not be loaded.
                




   👍👍",5.0,Reviewed in Canada on 19 October 2021,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us",If you want a good quality shoe. Buy these.,"Perfect. I let my daughter pick. I ordered a 1/2 size up as recommended. I probably could of gone a full size up. But my daughter has a narrow foot and I was afraid her foot would “flop out”. So we will pay the extra and go up a size as needed. If your child as a more average size foot, I would say you could size up at least 1/2-full size if they are on the cusp of that growth spurt. If your child has a wide foot, I do not recommend these shoes. Again-this is MY OPINION. I feel has been very fair and honest.",5.0,Reviewed in the United States on 22 September 2020,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us",Not as advertised,In the picture it shows laces. What I received was Velcro!  Twice!!!! Not happy,1.0,Reviewed in the United States on 6 August 2020,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us",Velcro Strap,"Not as described, what made these look so undesirable was the fact that they came with a giant velcro strap across the top. THIS STRAP WAS NOT IN THE PHOTO. So I feel I was fooled. They look like old men  shoe. SAD!",1.0,Reviewed in the United States on 22 August 2020,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us",Toe end began fraying after just a couple months of wear.,"My son was excited for these shoes. Unlike others, I WAS looking for velcro, because although he knows how to tie his shoes, he would rather slip them on and off, and I would rather still have a decent, rather then broken heel of his shoe. Turns out the heel was not the problem!! Instead, the toe part (it is cloth-woven on top of a more solid base) of the shoe began to unravel a couple months into wear, and now it looks completely frayed (over an inch or so) and tacky, revealing the plastic form of the shoe underneath. Otherwise the shoe has held up great, the white part in the front is fine, the tread on the bottom, it fits, he loves it, etc, but he will be getting a new pair of a DIFFERENT shoe, because I am not taking my chances on this pair again.",2.0,Reviewed in the United States on 14 April 2021,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us","We received velcro, not laces.","These shoes are wonderful Adidas quality, but as others have stated, the item description is incorrect.  I ordered the royal blue color with laces, and received a velcro closure. It's otherwise a fantastic shoe, and the velcro closes all the way across, and stays shut. I think my son (almost 10) is just about too old to velcro, he disagrees so we're keeping them.  But I'll choose a different style next time.",2.0,Reviewed in the United States on 25 January 2021,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us",Adidas shoes are underrated....,"After being loyal to UA and Nike shoes for kids, I've recently dabbled in purchasing some Adidas shoes and am pleasantly surprised by their comfort and quality.  They tend to run slightly bigger and more true to size than Nike, which run small, and are better quality than UA which tend to wear quickly and have color wear off.  The Adidas are really the best if both Nike and UA with sizing and quality.  These are lightweight, attractive and fit well.  These are nice kids shoes and worthy of five stars.",5.0,Reviewed in the United States on 22 October 2021,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us","No Velcro Strap, as Pictured","This shoe doesn't actually have the velcro strap, as it appears to have in the product image.If your child is like mine and not the best at tying their shoes yet, then you know that the velcro strap really comes in handy (which is the main reason why I selected this shoe to purchase), so needless to say, I was pretty disappointed that the product image was inaccurate.Other than that though, it's a good shoe and we decided to go ahead and keep it and continue perfecting our shoe-tying skills.",2.0,Reviewed in the United States on 24 March 2021,Adidas
"adidas unisex-child racer tr 2.0,ink/copper/pink tint,12.5 m us","They fit great, but they're junk!","They fit great! But we had these shoes for a month before they started falling apart. My son is 5. I bought these because two kids in my son's daycare ages 1 and 3 have these shoes and they're adorable. However, after a month they started falling apart. The toe part now looks like a dog started eating them. Its so sad especially for the price. Walmart shoes may have been a better bet for quality.",1.0,Reviewed in the United States on 28 July 2021,Adidas
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",Perfect shoe for a Breast Cancer Survivor,"I am a 73 year old Breast Cancer Survivor almost 9 years only 4' 11"" tall and wear children size shoes 3-1/2 XW.  Was thrilled when I found a pink shoe in the Big Kids Size that fit me perfectly.  It has extra depth so I can insert my Alegria insole protecting my feet that no longer have muscle due to chemo side affect.  Thank you for having this amazing shoe just right and comfortable for me when I walk or go to my Cancer Survivor Exercise Class!!",5.0,Reviewed in the United States on 12 January 2019,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk","Quality is down, cost up in v4's","I've been buying new balance shoes for several years for my kids.  The new v4 of the 990's is just not good.  The quality has gone down, the fit is different and the shoes are completely falling apart in less than 2 months.  Stitching is coming out, hole in mesh on top of shoe, etc.  What's really shameful is that the cost of these v4's went up so much compared to the v3's.  When the quality comes back I'll reconsider.",1.0,Reviewed in the United States on 16 January 2017,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",990 V4’s are nice but run 1/2 size small. The older version 888’s are a lot better!,"I think that the shoes are really nice, but I ordered the light grey 990 V4 in the size that my son normally wears and the shoes were like a half of a size 2 small (length). I went back to order the next size up and they were sold out. I ended up ordering the NB 888 in dark grey (Magnet) and they are even nicer with better support than the newer version 990.",4.0,Reviewed in the United States on 6 October 2019,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",if only there was a ZERO star rating,DISGUSTING! I cannot even believe someone would pack these nasty shoes and pass them off as a new. Returning!,1.0,Reviewed in the United States on 30 August 2021,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",These shoes are great because they come in a WIDE and EXTRA WIDE,These are the ONLY tennis shoes my 5 year old can wear.  He has a wide foot with a large instep and he has trouble getting his feet in shoes.  These shoes are great because they come in a WIDE and EXTRA WIDE.  We bought the extra wide and they fit him perfectly and were super comfortable.,5.0,Reviewed in the United States on 8 May 2018,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",The shoes were really nice. I loved the color and how they looked ...,The shoes were really nice. I loved the color and how they looked on my sons foot. They fit exactly and the goal was to get them in a bigger size but the size was unavailable. I will purchase them again in a larger size for later as he grows. They were tremendous with issuing my refund. I did not like having to pay for shipping as part of my refund but the shoes were incredibly inexpensive so no complaints here.,5.0,Reviewed in the United States on 7 May 2018,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",Very nice quality,Very nice quality and look. My child is very particular about her shoes and needs a wide space for her toes. These extra wide shoes are perfect. Couldn't find any other shoe out there to meet her needs.,5.0,Reviewed in the United States on 18 October 2021,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",Not the same....,Fast shipping. The shoe colors are off. The soles are thinner than the original 990. Not as much support. Emailed the support team about my concern but they never responded back. Returning the product.,3.0,Reviewed in the United States on 29 May 2019,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",Is comfortable--does not wear well at all.,"My foot doctor explained that the shoes are built so that they tilt inward in the heel area as most people walk this way.  Huh?  That's just plain nuts.  Secondly, the gray pair I bought a few months ago--same shoe--the back of the heel area--not the bottom of the shoe--has compressed after 3 weeks of wear.  After spending $80 on this New Balance 990 shoe, it's unwearable.  What a waste of my money.  We'll see how these new ones wear.  I'm not holding my breath.",4.0,Reviewed in the United States on 28 April 2019,New balance
"new balance kj990v4 grade running shoe (big kid), pink/pink, 3.5 m uk",Seems to be a comfortable supportive shoe,"Seems to be a comfortable supportive shoe. As an adult female who still has to wear kid's shoes, I have a very hard time finding anything appropriate to wear. I hope New Balance continues to make at least one or two styles that are not pink and sparkly!",3.0,Reviewed in the United States on 8 October 2017,New balance
"keds women's triple up organic cotton sneaker, tie dye, 5.5 uk",Great Looking!,Great looking shoe.  Can wear casually for work.  Get lots of compliments!,5.0,Reviewed in Canada on 10 May 2021,Keds
"keds women's triple up organic cotton sneaker, tie dye, 5.5 uk",Verify size chart before buying.,Very comfortable. Beautiful metalic gold. Nice shoelaces 2 pairs white and beige with gold ends.Love them. Since they are original keds they where what expected !,5.0,Reviewed in Canada on 5 July 2020,Keds
"keds women's triple up organic cotton sneaker, tie dye, 5.5 uk",Love them,"Fast shipping and great pricing, thank you",5.0,Reviewed in Canada on 4 April 2021,Keds
"keds women's triple up organic cotton sneaker, tie dye, 5.5 uk",Amazing find,Great comfy shoes!!,5.0,Reviewed in Canada on 17 April 2021,Keds
"diesel men's velocity athleisure, castlerock/brindle, 12 uk",Five Stars,"I love it, I love it. Wouldn't mind buying other colors.",5.0,Reviewed in the United States on 26 April 2015,Diesel
"ryka women's cheri ballet flat, navy blazer, 4 uk","Cute Shoe, Easy and Comfortable to wear","This is a great shoe for dressing up or casual wear. Love the style, color and fit (I wear an 8, had to send it back for a 7 1/2 which was absolutely no problem for return). I do have a narrow foot, so that is the reason for the smaller shoe. Very comfortable and good support.",5.0,Reviewed in Canada on 15 October 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk",The best!!!!,I love love love these shoes! I’ve had a similar pair for five years and am so happy I found more of the same company/style on here. the absolute best and comfiest women’s shoes!!!,5.0,Reviewed in Canada on 16 May 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk",Cute Shoe - No Arch support,"I am always on the lookout for sporty shoes that I can slip on and don't have to wear socks with. It's not an easy find. With that said, these shoes are sporty and quite cute. They look almost knit and the gray color is a nice neutral. I was really pleased with how the shoe looked.In addition to a cute shoe, I require a decent amount of arch support (I love Vionic shoes). I purchased these because of all of the reviews noting these had great arch support. I have one question.....Where is said arch support? If you are expecting a decent amount of arch support (like a Vionic shoe) - this is NOT it. The insole has a bit of bump - else it's pretty flat without a lot of padding. I was super disappointed in how flimsy the insole was. The good thing is the insole is removable, so if you love the shoe and need more support - you can easily add your own insole.",3.0,Reviewed in the United States on 21 June 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk","Perfect, Comfortable Shoes!!!",I purchased this pair of Ryka ballet flats to replace a pair I bought a couple of years ago that I had worn out.  They are so incredibly comfortable and are the perfect flat to wear when you need to be a little more shoe than a pair of sneakers but not dragging out a pair of heels!,5.0,Reviewed in the United States on 12 March 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk",My New Favorite Flat,"I really like the Ryka black flat with a black sole.  No more clown feet with those big white rubber bumpers.  Shoe is comfortable in every way I appreciate...fit, style, lightweight and flexible, breathable fabric, and looks attractive with all of my pants and capris.  True to size in a size 10W... even a little room to wiggle my toes.",5.0,Reviewed in the United States on 4 September 2020,Ryka
